company_name,description,sectors,regions,backed,index_team,founders,ticker_symbol,company_profile_url,company_url,image_url,featured_content_urls,source_url,scraped_at
Justworks,"Justworks helps simplify payroll and benefits for small businesses, enabling them to get up and running in minutes.",Business Applications,North America,,Danny Rimer,Isaac Oates,,https://www.indexventures.com/companies/justworks/,http://justworks.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Kayrros,Kayrros develops predictive analytics products combining machine learning and advanced mathematics with petroleum and financial engineering to bring transparency to the energy markets.,Business Applications; Data,Europe,,Dominique Vidal,Antoine Rostand,,https://www.indexventures.com/companies/kayrros/,http://kayrros.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/kayrros-secures-24m-in-series-b-funding-to-expand-energy-market-penetration/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Kindred,A members-only home exchange community.,,North America,,Vlad Loktev; Georgia Stevenson,Justine Palefsky; Tas Amina,,https://www.indexventures.com/companies/kindred/,https://livekindred.com/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/a-new-way-to-see-the-world-our-investment-in-kindred/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
King,"Creator of Candy Crush Saga, Farm Heroes Saga and Bubble Witch Saga, King is the world-wide leader in casual games with more than 30 billion games played per month globally.",Entertainment,Europe,,Danny Rimer,Riccardo Zacconi; Lars Markgren; Patrik Stymne; Sebastian Knutsson,Activision Blizzard,https://www.indexventures.com/companies/king/,http://king.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/the-king-of-candy-how-riccardo-zacconi-and-king-conquered-mobile-gaming/; https://www.indexventures.com/perspectives/relationship/king/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Kong,Quickly build API-centric applications. Leverage the latest microservice and container design patterns. And tie it all together with the Kong microservice API gateway.,Data; Open Source,North America,backed at Seed; backed at Seed (all),Mike Volpi,Augusto Marietti; Marco Palladino,,https://www.indexventures.com/companies/kong/,http://konghq.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/candid-with-index-in-conversation-with-kongs-aghi-marietti/; https://www.indexventures.com/perspectives/resilience-and-adaptability-how-a-little-monkey-became-the-kong-of-the-jungle/; https://www.indexventures.com/perspectives/relationship/kong/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
KRY | LIVI,"KRY | LIVI connects patients with healthcare professionals for consultations via video. It aims to provide around the clock healthcare for patients all over the world, reducing the pressure put on traditional healthcare providers.",Healthcare,Europe,backed at Seed (all),Martin Mignot; Sofia Dolfe,Johannes Schildt; Fredrik Jung Abbou; Joachim Hedenius,,https://www.indexventures.com/companies/kry-livi/,http://kry.se,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/kry-completes-fundraising-of-160m-to-support-better-healthcare-for-millions-more-patients/; https://www.indexventures.com/perspectives/relationship/kry-livi/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Lacoon,"Lacoon Mobile Security provides device agnostic advance risk assessment and protection against the dynamic, ever-evolving mobile threat landscape.",Security,Asia,,Shardul Shah,Michael Shaulov; Emanuel Avner; Ohad Bobrov,Check Point Software,https://www.indexventures.com/companies/lacoon/,http://lacoonsecurity.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/investing-in-the-enterprise-in-2015/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Last.fm,"Last.fm is a global, community-based music recommendation network. It was acquired by CBS in 2007.",Entertainment,Europe,,Neil Rimer; Danny Rimer,Martin Stiksel; Thomas Willomitzer,NYSE:CBS,https://www.indexventures.com/companies/lastfm/,http://last.fm,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Lever,Lever is a modern web-app that enables you to hire the best people more easily by introducing a new way to track applicants.,,North America,backed at Seed (all),,Nate Smith; Sarah Nahm; Randal Truong,Employ,https://www.indexventures.com/companies/lever/,http://lever.co,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Lightning AI,Seamlessly train hundreds of Machine Learning models on the cloud from your laptop.,AI/ML,North America,backed at Seed; backed at Seed (all),,Will Falcon; Luis Capelo,,https://www.indexventures.com/companies/gridai/,https://lightning.ai/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/candid-with-index-in-conversation-with-grid-ais-william-falcon/; https://www.indexventures.com/perspectives/relationship/gridai/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Linear,The issue tracking tool you'll enjoy using.,Business Applications,,backed at Seed (all),Vlad Loktev,Jori Lallo; Karri Saarinen; Tuomas Artman,,https://www.indexventures.com/companies/linear/,http://linear.app,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Linktree,"Linktree is the rapidly growing social identity layer. It enables brands, artists, publishers, agencies, creators and small businesses to curate an online ecosystem, instantly guiding their audience to the destinations that they care about, without using a search engine or websites as a starting point.",Media,Australasia,,Danny Rimer; Georgia Stevenson,Alex Zaccaria; Anthony Zaccaria; Nick Humphreys,,https://www.indexventures.com/companies/linktree/,http://www.linktr.ee,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/doubling-down-on-linktree/; https://www.indexventures.com/perspectives/relationship/linktree/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Linx Security,Linx is the modern Identity Security solution for modern enterprises,Security,,,Shardul Shah; Juriaan Duizendstraal,Israel Duanis; Niv Goldenberg,,https://www.indexventures.com/companies/linx-security/,http://www.linx.security,https://www.indexventures.com/media/images/Linx_founders_photo.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/linx-security-emerges-from-stealth-with-33m-in-funding-to-revolutionize-identity-security-and-governance/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Lithic,Create configurable cards and approve transactions in real-time as easily as any other tech.,Fintech,North America,backed at Seed (all),Jahanvi Sardana,Boling Jiang,,https://www.indexventures.com/companies/privacycom/,https://lithic.com/,https://www.indexventures.com/media/images/IMG_7470.2e16d0ba.fill-1200x630.format-png.png,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
LiveKit,"LiveKit is an end-to-end platform that gives developers everything they need to build and scale voice, video, and physical AI agents.",AI/ML; Open Source,,,Sahir Azam; Eryk Dobrushkin; Sofia Dolfe,Russ d'Sa; David Zhao,,https://www.indexventures.com/companies/livekit/,http://livekit.io,https://www.indexventures.com/media/images/LiveKit_D89216.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/see-hear-speak-investing-in-livekit-and-the-future-of-realtime-applications/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Loctax,Loctax is the first collaborative tax governance platform for global in-house tax teams,,Europe,,Hannah Seal,Hans Kayaert; Stevi Frooninckx,,https://www.indexventures.com/companies/loctax/,http://www.loc.tax,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/loctax-raises-12m-in-series-a-funding-to-give-companies-full-control-of-tax-risks-and-responsibilities/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Lookout,"As smart-phones go global and tablets overtake PCs, Lookout harnesses the power of millions of users across 400 networks in 170 countries to be at the cutting edge of cross-platform, cloud-connected device security for the post-desktop era.",Security,North America,,Mike Volpi,Jim Dolce; James Burgess; John Hering; Kevin Mahaffey,,https://www.indexventures.com/companies/lookout/,http://lookout.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/investing-in-the-enterprise-in-2015/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Loop,"Loop is a modern audit & pay platform that unlocks friction trapped in the supply chain. It's AI-driven platform improves transportation spend visibility so customers can control costs and power profit. Loop consolidates and analyzes all transportation financial data to accelerate the movement of money between supply chain stakeholders by improving cost visibility, cutting unnecessary spend, and optimizing transportation budget.",AI/ML,,,Nina Achadjian,Matt McKinney; Shaosu Liu,,https://www.indexventures.com/companies/loop/,https://loop.com/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.wsj.com/articles/j-p-morgan-growth-equity-and-index-ventures-back-logistics-payment-platform-loop-c0e43a2,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
LoveFilm,"LOVEFILM is a leading European film and TV series subscription service, with over two millions members in the UK and Germany. It was acquired by Amazon in 2011.",Entertainment,Europe,,Danny Rimer,Simon Franks,NASDAQ:AMZN,https://www.indexventures.com/companies/lovefilm/,http://lovefilm.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Matera,"Matera enables residential property owners to self-manage all building operations, offering a suite of online services and direct access to professionals (in the fields of accounting, legal, insurance, building services and others).",Business Applications,Europe,,Martin Mignot; Sofia Dolfe,Raphaël Di Meglio; Jeremy Krebs; Victor Prigent,f.k.a. illicopro,https://www.indexventures.com/companies/matera/,http://matera.eu,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/matera-raises-10m-to-become-europes-leading-property-management-platform/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Mercantile,Branded business credit cards that help your SMB customers succeed. Partner with Mercantile and offer your customers a custom branded card that delivers group purchasing and up to thousands off association dues.,Fintech,,,,Samuel Poirier; FX Lemire; Luke Finney,,https://www.indexventures.com/companies/mercantile/,https://www.getmercantile.com/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/smb-payments-are-going-vertical/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Metromile,"Using mobile, cloud and data technology, MetroMile’s mission is to change the car insurance industry by developing a new range of smart products which save time and money for people who drive less.",Fintech,North America,,Neil Rimer,Dan Preston; Steve Pretre,NASDAQ: MILE,https://www.indexventures.com/companies/metromile/,http://metromile.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/metromile-secures-90m-series-e-financing/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Milestone,"Milestone Systems is the global industry leader in open platform IP video management software. Milestone technology delivers powerful surveillance that is easy to manage, reliable and proven in thousands of customer installations around the world.",Security,Europe; North America,,Giuseppe Zocco,Lars Thinggaard; Henrik Jacobsen; John Blem,Canon,https://www.indexventures.com/companies/milestone/,http://milestonesys.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/copenhagen-rising/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Mimecast,"Mimecast is a category-defining SaaS company for unified email management, safeguarding email security, archiving and seamless continuity.",Data,Africa; Europe,,,Peter Bauer; Neil Murray,NASDAQ:MIME,https://www.indexventures.com/companies/mimecast/,http://mimecast.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Mirage,Mirage is redefining short-form video with frontier AI research.,AI/ML,,,Martin Mignot; Susana Rojas,Gaurav Misra; Dwight Churchill,,https://www.indexventures.com/companies/captions/,https://mirage.app/,https://www.indexventures.com/media/images/Founder_Photo.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/captions-gaurav-misra-talks-leveraging-ai-opportunities-with-indexs-damir-becirovic/; https://www.indexventures.com/perspectives/relationship/captions/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Mirelo,"Mirelo builds state-of-the-art AI audio models that bring emotion and impact to visual media. Founded by AI researchers from Amazon, Google Brain, the Max Planck Institute and ETH Zurich – who are also talented musicians – the company combines technical rigor with creative intuition to build AI for both amateur creators and professional sound designers.",AI/ML,,,Georgia Stevenson,Carl-Johann Simon-Gabriel; Florian Wenzel,,https://www.indexventures.com/companies/mirelo/,http://mirelo.ai,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/musicians-turned-ai-researchers-at-mirelo-raise-41m-to-unmute-videos-games-and-beyond/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Mistral,Assembling a world-class team to develop the best generative AI models.,AI/ML,Europe,backed at Seed (all),Julia Andre; Jan Hammer,,,https://www.indexventures.com/companies/mistral/,https://mistral.ai/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/mistral-ai-for-tomorrows-enterprise/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Moleskine,"Moleskine was created as a brand in 1997, bringing the iconic notebook used by artists and thinkers over the past two centuries back to life. Today Moleskine encompasses a family of objects - from notebooks to bags and reading accessories - which are intimately tied to the digital world.",Retail,Europe,,Giuseppe Zocco,Arrigo Berni; Maria Sebregondi,IM: MSK,https://www.indexventures.com/companies/moleskine/,http://moleskine.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Moment,"Moment unifies trading, research, portfolio optimization, reporting, and compliance monitoring in a single platform, with a layer of automation that allows financial institutions to supercharge their fixed income teams.",Fintech,,backed by Index,Jan Hammer; Julia Andre,Dylan Parker; Ammer Soliman; Dean Hathout,,https://www.indexventures.com/companies/moment/,http://moment.com,https://www.indexventures.com/media/images/IMG_3188.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/relationship/moment/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Monad,The first security data cloud platform,Security,,,,Christian Almenar; Jacolon Walker,,https://www.indexventures.com/companies/monad/,https://trymonad.co/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Monograph,"Take control of your firm's financial health with an easy-to-use budget tracking solution built for architecture, landscape, and interior firms.",Business Applications,,,Nina Achadjian,Robert Yuen; Alex Dixon; Moe Amaya,,https://www.indexventures.com/companies/monograph/,http://monograph.io,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Montonio,"Montonio is an all-in-one platform for online merchants to accept payments, offer financing and handle the entire post-checkout experience from shipping to returns and refunds.",Fintech,Europe,,Julia Andre; Jan Hammer,Markus Lember; Henrik Rank; Karel Nappus; Karl Kristjan Kalluste; Kristofer Turmen; Rasmus Õisma,,https://www.indexventures.com/companies/montonio/,http://www.montonio.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/montonio-raises-11m-to-improve-payment-and-post-checkout-experience-of-online-merchants-as-thousands-of-retailers-sign-on/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
MOO,"Born out of a passion for print, MOO is a printing business for the digital age, which dreams up new tools that help people turn their virtual content into beautiful print products such as business and greetings cards, stickers and accessories.",Retail,Europe,,Neil Rimer,Richard Moross,,https://www.indexventures.com/companies/moo/,http://moo.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Motive,"Modern Fleet Management Software: Live GPS Tracking, Smart Dashcams, Fuel, Maintenance, ELD Compliance, and more—all in one place.",Mobility,North America,,Nina Achadjian,Shoaib Makani; Ryan Johns,,https://www.indexventures.com/companies/motive/,https://gomotive.com/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/how-shoaib-makani-transformed-motive-from-an-app-for-truckers-into-an-all-encompassing-ai-platform-for-the-physical-economy/; https://www.indexventures.com/perspectives/relationship/motive/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Motorway,The UK's fastest-growing marketplace for privately-owned used cars and vans,Mobility; Retail,Europe,,Danny Rimer; Georgia Stevenson,Tom Leathes; Alex Buttle; Harry Jones,,https://www.indexventures.com/companies/motorway/,http://www.motorway.co.uk,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/relationship/motorway/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Multiverse,"Multiverse is a tech company that identifies, closes and prevents skills gaps, through personalized, on-the-job learning. They focus on AI, tech and data skills for people of any age and any career stage, in order to transform access to economic opportunity.",Business Applications; Talent,Europe,,Danny Rimer; Hannah Seal,Euan Blair; Sophie Adelman,,https://www.indexventures.com/companies/whitehat/,https://www.multiverse.io,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/scaling-through-chaos-in-the-age-of-ai/; https://www.indexventures.com/perspectives/relationship/whitehat/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
MyHeritage,MyHeritage is an online service with a mission to make it easier for people around the world to harness the power of the Internet to discover their heritage and strengthen their bonds with family and friends.,Media,Asia,,Hannah Seal,Gilad Japhet,,https://www.indexventures.com/companies/myheritage/,http://myheritage.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
MySQL,"MySQL is the world’s most popular open source database software. It was acquired by Sun Microsystems, now Oracle, in 2008.",Data,Europe; North America,,Danny Rimer,Allan Larsson,NASDAQ: ORCL,https://www.indexventures.com/companies/mysql/,http://mysql.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Nacelle,"The Headless Commerce Platform that boosts conversions. Your webstore with sub-second page load speeds, mobile-first functionality and a superior shopping experience.",Business Applications,North America,backed at Seed (all),,Brian Anderson,,https://www.indexventures.com/companies/nacelle/,http://nacelle.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Natoma,None,Security,,,Shardul Shah,Pratyus Patnaik; Paresh Bhaya; Will Potter; Zachary Hart,,https://www.indexventures.com/companies/natoma/,https://www.natoma.id/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
navabi,"navabi’s mission is to become the premier destination for plus-size designer fashion worldwide, offering the style-savvy plus-size customer unprecedented access to the newest looks from leading European labels.",Retail,Europe,,Dominique Vidal,Bahman Nedaei; Zahir Dehnadi,,https://www.indexventures.com/companies/navabi/,https://www.navabi.ca/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Net-A-Porter,Net-a-Porter is the world’s foremost online luxury fashion retailer. Richemont acquired 93% of Net-a-Porter shares in 2010.,Retail,Europe,,Danny Rimer,Natalie Massenet,SIX:CFR,https://www.indexventures.com/companies/net-a-porter/,http://net-a-porter.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/anine-bing-closes-15m-series-a-financing-round-in-august-2018-led-by-index-ventures/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Netlog,"Netlog, a pioneering European social networking and dating business was acquired by IAC in 2012",,Europe,,,,Meetic,https://www.indexventures.com/companies/netlog/,http://twoo.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Newfront,We built a better brokerage.,Fintech,,backed at Seed,,Gordon Wintrob; Spike Lipkin,,https://www.indexventures.com/companies/newfront-insurance/,http://newfrontinsurance.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
nexos.ai,nexos.ai is a cutting-edge AI infrastructure company providing a centralized platform for enterprises to seamlessly integrate and manage multiple AI models.,AI/ML,Europe,backed at Seed (all),Hannah Seal; Bastian Hasslinger,Tomas Okmanas; Eimantas Sabaliauskas,,https://www.indexventures.com/companies/nexosai/,http://nexos.ai,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/acts-of-claude-building-with-agents-a-work-in-progress/; https://www.indexventures.com/perspectives/relationship/nexosai/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Nexthink,Nexthink is the global leader in digital experience management.,Business Applications,Europe,,Neil Rimer,Pedro Bados; Patrick Hertzog,,https://www.indexventures.com/companies/nexthink/,http://nexthink.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/from-the-ai-lab-at-epfl-to-building-a-global-category-leader-nexthinks-journey/; https://www.indexventures.com/perspectives/relationship/nexthink/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
NOTHS,"Notonthehighstreet.com is the leading curated online marketplace connecting the best small creative businesses, with the world. The site has more than 5,000 partners with over 170,000 products.",Retail,Europe,,,Claire Davenport; Holly Tucker; Sophie Cornish,,https://www.indexventures.com/companies/noths/,http://notonthehighstreet.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Notion,"The all-in-one workspace for your notes, tasks, wikis, and databases.",Business Applications; Future Of Work,North America,backed by Index; backed at Seed (all),Danny Rimer,Ivan Zhao; Simon Last,,https://www.indexventures.com/companies/notion/,http://notion.so,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/scaling-through-chaos-on-the-record-with-notion-revolut-wiz/; https://www.indexventures.com/perspectives/relationship/notion/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Nourish,Expanding access to evidence-based nutritional counseling from registered dietitians.,Healthcare,,,Martin Mignot,Aidan Dewar; Sam Perkins; Stephanie Liu,,https://www.indexventures.com/companies/nourish/,https://www.nourish.com/,https://www.indexventures.com/media/images/Nourish_Cofounders_Thr.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/relationship/nourish/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Nova Credit,Your gateway to international credit bureaus.,Fintech,,backed at Seed; backed at Seed (all),,Misha Esipov; Loek Janssen; Nicky Goulimis,,https://www.indexventures.com/companies/nova-credit/,http://novacredit.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Novus,"Novus is a portfolio analytics company founded by a group of investors, engineers and data scientists. The company works with top hedge funds, sovereign wealth funds, endowments, pensions and other institutional investors, managing almost $1 trillion, to help them generate higher returns.",Fintech,North America,,,Andrea Gentilini; Basil Qunibi; Rishi Khanna; Stan Altshuller,,https://www.indexventures.com/companies/novus/,http://novus.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Nuvo,Nuvo is building the infrastructure to accelerate the trade of physical goods.,Fintech,,backed at Seed (all),Martin Mignot,Sid Malladi; Rameez Remsudeen,,https://www.indexventures.com/companies/nuvo-technologies/,http://nuvo.com,https://www.indexventures.com/media/images/Nuvo-Co-founder-Headsh.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/nuvo-raises-45m-to-modernize-b2b-trade/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
OANDA,"OANDA Corporation transformed the business of foreign exchange through an innovative approach to forex trading. The company's industry leading online trading platform, fxTrade, introduced a number of firsts to the marketplace, including immediate execution; instant settlement on trades; trades of any size between one unit and 10 million units; and interest calculated by the second.",Fintech,North America,,Jan Hammer,Ed Eger; K Duker,,https://www.indexventures.com/companies/oanda/,http://oanda.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/cvc-capital-partners-asia-fund-iv-agrees-to-acquire-leading-global-trading-platform/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Okendo,The New Standard in Customer Reviews.,Business Applications,Australasia,backed at Seed (all),,Matt Goodman; Matt Garven,,https://www.indexventures.com/companies/okendo/,https://www.okendo.io/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
onefinestay,"onefinestay is pioneering handmade hospitality by offering guests the chance to stay in the finest homes, in the world’s greatest cities, while the owners are out of town. The selection of homes ─ each of which has been seen and selected by onefinestay’s team in their search for space, character and comfort ─ranges from playful townhouses to curious brownstones.",,Europe,,Dominique Vidal,Greg Marsh; Demetrios Zoppos; Evan Frank; Tim Davey,Accor Hotels,https://www.indexventures.com/companies/onefinestay/,http://onefinestay.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
OpenX,"A global leader in digital and mobile ad tech, OpenX enables digital media companies to unleash their full economic power by maximising ad revenue. OpenX solutions provide a unique SaaS platform which combines ad serving, a real-time bidding exchange, yield optimisation and content valuation.",Media,North America,,,,,https://www.indexventures.com/companies/openx/,http://openx.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Otrium,"Otrium’s mission is to build the world’s leading online outlet, connecting previous collections with fashion-lovers.",Retail,Europe,,Danny Rimer; Sofia Dolfe,Max Klijnstra; Milan Daniels,,https://www.indexventures.com/companies/otrium/,http://www.otrium.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/otrium-raises-eu7m-to-build-worlds-leading-online-fashion-outlet-and-signs-up-100/; https://www.indexventures.com/perspectives/relationship/otrium/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Otterize,Otterize provides an open source intent-based access control (IBAC) solution for DevOps and platform engineers to automate the secure connection of services to each other and to infrastructure.,Business Applications; Open Source,,backed at Seed (all),,Tomer Greenwald; Ori Shoshan; Uri Sarid,,https://www.indexventures.com/companies/otterize/,https://otterize.com/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/otterize-launches-game-changing-solution-to-secure-service-to-service-cloud-connectivity-emerging-from-stealth-with-115m-in-seed-funding/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Outbrain,"Outbrain is the Internet’s leading personalised content discovery platform. By recommending news, blogs and other content to a receptive reader, at the right moment, Outbrain enables publishers to boost traffic and marketers to reach audiences at their most engaged.",Media,Asia; North America,,Dominique Vidal; Shardul Shah,Yaron Galai; Ori Lahav,NASDAQ: OB,https://www.indexventures.com/companies/outbrain/,http://outbrain.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
