company_name,description,sectors,regions,backed,index_team,founders,ticker_symbol,company_profile_url,company_url,image_url,featured_content_urls,source_url,scraped_at
CoverWallet,"CoverWallet is the easiest way to understand, buy and manage insurance for your business. It combines data, design and technology to help small businesses deal with their insurance needs with a few clicks.",Fintech,North America,,,Inaki Berenguer; Rashmi Melgiri,NYSE:AON,https://www.indexventures.com/companies/coverwallet/,http://coverwallet.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/aon-acquire-coverwallet-leading-digital-insurance-platform-small-and-medium-sized-businesses/; https://www.indexventures.com/perspectives/relationship/coverwallet/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Cowboy,A new electric bike for urban riders.,Mobility,Europe,backed at Seed (all),Martin Mignot,Alexander Cram; Adrien Roose,,https://www.indexventures.com/companies/cowboy/,http://cowboy.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/cowboy-raises-80m-to-further-accelerate-the-adoption-of-cycling/; https://www.indexventures.com/perspectives/relationship/cowboy/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Cowboy Space,"Cowboy Space Corporation (formerly Aetherflux) is building vertically integrated orbital infrastructure for the AI era, spanning launch vehicles, space-based power and in-orbit compute.",,,backed by Index; backed at Seed,Jan Hammer; Bastian Hasslinger,Baiju Bhatt,,https://www.indexventures.com/companies/aetherflux/,https://www.cowboyspace.com/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/delivering-energy-to-planet-earth-our-investment-in-aetherflux/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Cradle,🧬 + 🧠 = 🏭,AI/ML,,backed at Seed (all),Sofia Dolfe; Carlos Gonzalez-Cadenas,Elise de Reus; Stef van Grieken,,https://www.indexventures.com/companies/cradlebio/,http://cradle.bio,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/catching-up-with-cradles-co-founder-stef-van-grieke/; https://www.indexventures.com/perspectives/relationship/cradlebio/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Creative Juice,The financial network for creators.,Fintech,,backed at Seed (all),,Sima Gandhi; Ezra Cooperstein,,https://www.indexventures.com/companies/creative-juice/,https://getjuice.com/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/creator-manifesto/; https://www.indexventures.com/perspectives/relationship/creative-juice/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Credit Benchmark,"Credit Benchmark, an innovative provider of credit risk data and analytics, pools credit risk estimates from the world’s biggest banks and financial institutions -- global, regional and national -- to create consensus credit views.",Fintech,Europe,,Jan Hammer,Donal Smith; Mark Faulkner,,https://www.indexventures.com/companies/credit-benchmark/,http://creditbenchmark.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Criteo,"Criteo, which went public in September 2013, is the global leader in digital performance display advertising, partnering with over 3,000 international advertisers to deliver highly-targeted campaigns.",Media,North America; Europe,,Dominique Vidal,Gregory Gazagne,NASDAQ: CRTO,https://www.indexventures.com/companies/criteo/,http://criteo.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Crosby,"The agentic law firm built for execution, providing lawyer-assisted AI to close deals faster.",AI/ML,,,Jahanvi Sardana; Martin Mignot,Ryan Daniels; John Sarihan,,https://www.indexventures.com/companies/crosby/,http://crosby.ai,https://www.indexventures.com/media/images/Copy_of_251003_CROSBY__LLqfZ4d.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/contracts-at-the-speed-of-business-our-investment-in-crosby/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Crossing Minds,The e-commerce recommendation engine that’s as unique as your business and customers,AI/ML,,,,Alexandre Robicquet; Emile Contal; Sebastian Thrun,,https://www.indexventures.com/companies/crossing-minds/,http://crossingminds.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Culture Amp,Culture Amp is a culture-first software company that is building the world's leading People Analytics platform for people and culture.,Business Applications; Talent,Australasia,,Neil Rimer,Didier Elzinga; Douglas English; Jon Williams; Jonathan Williams; Rod Hamilton,,https://www.indexventures.com/companies/culture-amp/,http://cultureamp.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/register-now-index-onair-hiring-remote-world/; https://www.indexventures.com/perspectives/relationship/culture-amp/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Curbside,"Curbside (acquired by Rakuten in 2018) is reinventing the local shopping experience by making it faster and easier for consumers to find, buy and pick up products at local stores.",Retail,North America,,,Jaron Waldman; Denis Laprise,Rakuten,https://www.indexventures.com/companies/curbside/,https://global.rakuten.com/corp/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Curtsy,Say 'peace out' to being bored of your clothes.,Retail,North America,,,David Oates; Clara Agnes; Eli Allen; William Ault,,https://www.indexventures.com/companies/curtsy/,http://curtsyapp.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/everyone-is-a-seller/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Cutover,Cutover is a cloud-enabled work orchestration and observability platform that helps enterprises succeed in transformation and operational excellence by more effectively orchestrating humans and technology at pace.,Business Applications,North America,,,Ky Nichol,,https://www.indexventures.com/companies/cutover/,http://cutover.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/cutover-raises-17-million-accelerate-enterprise-transformation-and-operational-excellence/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Datadog,"Datadog is a SaaS-based monitoring and data analytics platform for IT, Operations and Development teams who write and run applications at scale, and want to turn the data deluge produced by their apps, tools and services into actionable insight.",Data,North America,backed by Index,Shardul Shah,Olivier Pomel; Alexis Lê-Quôc,NASDAQ:DDOG,https://www.indexventures.com/companies/datadog/,http://datadoghq.com,https://www.indexventures.com/media/images/8.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/datadog-woof-woof/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
DataSnipper,"DataSnipper focuses on audit and data reconciliation, using AI to automate tedious task, improve efficiency and freeing up auditors to do more value-added work.",Business Applications; Fintech; Future Of Work,Europe,,Hannah Seal; Carlos Gonzalez-Cadenas,Vidya Peters; Jonas Ruyter; Kai Bakker; Maarten Alblas,,https://www.indexventures.com/companies/datasnipper/,https://www.datasnipper.com/,https://www.indexventures.com/media/images/FoundersandCEODataSnip.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/catching-up-with-vidya-peters-ceo-of-datasnipper/; https://www.indexventures.com/perspectives/relationship/datasnipper/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Daydream,A new era of shopping,AI/ML,,,Vlad Loktev; Danny Rimer,Julie Bornstein; Dan Cary; Lisa Green; Richard Kim,,https://www.indexventures.com/companies/daydream/,https://daydream.ing,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/julie-bornsteins-mission-to-reinvent-shopping/; https://www.indexventures.com/perspectives/relationship/daydream/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Decagon,"The conversational AI platform to build, optimize, and scale AI agents.",AI/ML,,,Sofia Dolfe; Martin Mignot,Jesse Zhang; Ashwin Sreenivas,,https://www.indexventures.com/companies/decagon/,http://decagon.ai,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/investing-in-decagon-rigor-speed-and-a-new-concierge-model-for-customer-experience/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
DeepL,"DeepL is on a mission to break down language barriers for businesses everywhere. Over 100,000 businesses, governments and other organizations and millions of individuals in 63 global markets trust DeepL’s Language AI platform for human-like translation and better writing.",AI/ML; Business Applications,Europe,,Danny Rimer,Jaroslaw Kutylowski,,https://www.indexventures.com/companies/deepl/,https://www.deepl.com/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/fluency-is-currency-deepl/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Deepnote,Deepnote is a new kind of data science notebook. Jupyter-compatible with real-time collaboration and running in the cloud.,Future Of Work,,backed at Seed (all),Shardul Shah,Jakub Jurovych,,https://www.indexventures.com/companies/deepnote/,http://deepnote.com,https://www.indexventures.com/media/images/team-1.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/creating-data-masterpieces-our-investment-in-deepnote/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
DeepScribe,Take care of your patients. Our AI-based scribe technology will take care of your documentation.,AI/ML,North America,,Nina Achadjian,Akilesh Bapu; Matthew Ko,,https://www.indexventures.com/companies/deepscribe-inc/,https://www.deepscribe.ai/,https://www.indexventures.com/media/images/Deepscribe-22.2e16d0ba.fill-1200x630.format-png.png,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Deliveroo,Deliveroo delivers top quality food from premium local restaurants to homes and offices.,Retail,Europe,backed by Index; backed at Seed; backed at Seed (all),Martin Mignot; Neil Rimer,William Shu; Greg Orlowski,LON: ROO,https://www.indexventures.com/companies/deliveroo/,http://deliveroo.co.uk,https://www.indexventures.com/media/images/2016_deliveroo_kit__EL.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/behind-the-scenes-with-deliveroo/; https://www.indexventures.com/perspectives/amazon-leads-a-575m-financing-round-in-deliveroo/; https://www.indexventures.com/perspectives/relationship/deliveroo/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
/dev/agents,None,AI/ML,,,Nina Achadjian,David Singleton; Ficus Kirkpatrick; Hugo Barra; Nicholas Jitkoff,,https://www.indexventures.com/companies/devagents/,http://sdsa.ai,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/the-operating-system-for-ai-agents-our-investment-in-devagents/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Discord,"Discord is the easiest way to talk over voice, video, and text. Talk, chat, hang out, and stay close with your friends and communities.",Entertainment,,backed by Index,Danny Rimer,Jason Citron,,https://www.indexventures.com/companies/discord/,http://discordapp.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/relationship/discord/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Dorsia,A members-only platform with access to coveted reservations at the most in-demand restaurants and events in cities around the globe.,Entertainment,,,Martin Mignot,Marc Lotenberg; Joshua Stern,,https://www.indexventures.com/companies/dorsia/,http://dorsia.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Dot Product,Dot Product is building AI coworkers for operations teams.,AI/ML,,,,Maksim Stepanenko; Usman Masood,,https://www.indexventures.com/companies/dot-product/,https://dotproduct.xyz/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Double,Work better with your executive assistant.,Future Of Work,,backed at Seed (all),Nina Achadjian,Alice Default,,https://www.indexventures.com/companies/double/,http://withdouble.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/supercharging-humans-the-rise-of-tech-enabled-services/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
DraftWise,DraftWise is on a mission to transform the legal industry by harnessing the power of AI.,Business Applications,,,Martin Mignot; Susana Rojas,James Ding; Emre Ozen; Ozan Yalti,,https://www.indexventures.com/companies/draftwise/,https://www.draftwise.com/,https://www.indexventures.com/media/images/130A1193.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/automating-the-back-office-how-ai-is-transforming-professional-services/; https://www.indexventures.com/perspectives/relationship/draftwise/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Dream Games,Dream Games is a mobile casual puzzle studio based in Istanbul.,Entertainment,Asia,,Sofia Dolfe; Danny Rimer; Stephane Kurgan,Soner Aydemir; Eren Sengul; Hakan Saglam; Ikbal Namli; Serdar Yilmaz,,https://www.indexventures.com/companies/dream-games/,http://dreamgames.com,https://www.indexventures.com/media/images/Dream_Games_4_1_copy.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/magicians-and-mathematicians-how-dream-games-mastered-the-art-and-science-of-play/; https://www.indexventures.com/perspectives/relationship/dream-games/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Drivy,Drivy is a peer-to-peer car rental service with a mission to put a shared car at every street-corner in Europe.,Mobility,Europe,,Martin Mignot; Dominique Vidal,Paulin Dementhon,Getaround,https://www.indexventures.com/companies/drivy/,http://drivy.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/getaround-acquires-europes-largest-carsharing-platform-drivy/; https://www.indexventures.com/perspectives/relationship/drivy/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Dropbox,Dropbox is a modern workspace designed to reduce busywork-so you can focus on the things that matter.,Business Applications; Future Of Work,North America,backed by Index,Danny Rimer,Drew Houston; Arash Ferdowsi,NASDAQ:DBX,https://www.indexventures.com/companies/dropbox/,http://dropbox.com,https://www.indexventures.com/media/images/IV_Relationships_Image_UpwuVda.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/dropbox-announces-pricing-of-initial-public-offering/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Duffel,"Duffel is rethinking travel from the ground up. Its platform allows online and mobile travel agents to connect directly with airlines’ reservation systems, providing a new booking infrastructure to the next generation of online and mobile only travel agents that are transforming travel.",Mobility,Europe,backed at Seed (all),Jan Hammer,Steve Domin; Tom Bates,,https://www.indexventures.com/companies/duffel/,http://duffel.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/duffel-reinvents-infrastructure-behind-online-travel-booking/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Duna,None,Fintech,,backed at Seed (all),Jan Hammer,David Schreiber; Duco van Lanschot,,https://www.indexventures.com/companies/duna/,http://duna.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/duna-built-by-stripe-veterans-raises-30m-to-solve-business-identity-for-the-internet/; https://www.indexventures.com/perspectives/relationship/duna/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Duo,"Duo combines security expertise with a user-centered philosophy to provide two-factor authentication, endpoint remediation and secure single sign-on tools for the modern era.",Security,North America,,Shardul Shah,Dug Song; Jon Oberheide,NASDAQ:CSCO,https://www.indexventures.com/companies/duo/,http://duo.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/duo-security-has-agreed-to-be-acquired-by-cisco-for-235bn/; https://www.indexventures.com/perspectives/relationship/duo/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
EDITED,"Providing real-time fashion industry analytics, EDITED runs the world’s biggest apparel data warehouse, shaping decision-making at the world’s foremost fashion retailers.",Business Applications; Retail,Europe,backed at Seed (all),,Geoff Watts; Julia Fowler,,https://www.indexventures.com/companies/edited/,http://edited.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Eisen,"Eisen is the first escheatment operations solution that proactively manages offboarding for dormant accounts, stale checks, wind downs, and more.",Fintech,North America,backed at Seed (all),,Allen Osgood; Stephanie Mertz,,https://www.indexventures.com/companies/eisen/,https://www.witheisen.com/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Elastic,"Founded in 2012 by the people behind the popular open source project Elasticsearch, Elastic provides software products for developers, startups and enterprises to make massive amounts of complex structured and unstructured data usable. By focusing on scalability, ease-of-use, and ease-of-integration, Elastic’s products are used for real-time search, logging, analytics, and security to power internal and external applications for organizations like Cisco, eBay, Goldman Sachs, Groupon, Microsoft, NASA, Netflix, OpenTable, Yelp, and Wikipedia.",Data; Open Source,Europe; North America,backed by Index,Mike Volpi,Shay Banon; Simon Willnauer; Steven Schuurman; Uri Boness,NYSE:ESTC,https://www.indexventures.com/companies/elastic/,http://elastic.co,https://www.indexventures.com/media/images/elasticglobalallhandss.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/elastic-the-evolution-of-open-source/; https://www.indexventures.com/perspectives/a-look-inside-elastics-distributed-people-first-culture/; https://www.indexventures.com/perspectives/relationship/elastic/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Elementl,"The data orchestrator for machine learning, analytics, and ETL.",Open Source,,,Mike Volpi,Nick Schrock,,https://www.indexventures.com/companies/elementl/,http://elementl.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Empathy,Empathy is an innovative technology company transforming the way the world deals with grief and the loss of a loved one.,Healthcare,,,Danny Rimer; Georgia Stevenson,Ron Gura; Yonatan Bergman,,https://www.indexventures.com/companies/empathy/,https://www.empathy.com/,https://www.indexventures.com/media/images/Ron__Yonatan_2.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/empathy-unites-industry-giants-to-create-new-standards-of-support/; https://www.indexventures.com/perspectives/relationship/empathy/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
EthonAI,EthonAI builds causal AI to help manufacturers to gain unprecedented insights into their processes,AI/ML,Europe,,Carlos Gonzalez-Cadenas,Julian Senoner; Bernhard Kratzwald,,https://www.indexventures.com/companies/ethonai/,https://ethon.ai/,https://www.indexventures.com/media/images/Ethon_AI_--_Julian_Sen.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/ethonai-series-a/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Etsy,"The marketplace for handmade and vintage items, art and supplies, Etsy has created a global community of likeminded people, who are powering a sustainable new economy by using the internet to reconnect makers with buyers.",Retail,North America,backed by Index,Danny Rimer,Robert Kalin,NASDAQ: ETSY,https://www.indexventures.com/companies/etsy/,http://etsy.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/creator-manifesto/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
evervault,API for data privacy.,Data,Europe,,,Shane Curran,,https://www.indexventures.com/companies/evervault/,http://evervault.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/evervault-raises-16m-series-ensure-everyone-has-data-privacy/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Expel,Transparent managed security,Security,North America,,Shardul Shah,David Merkel; Yanek Korff,,https://www.indexventures.com/companies/expel/,http://expel.io,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/employee-experience-first-expels-amy-rossi-on-leading-during-covid-19/; https://www.indexventures.com/perspectives/relationship/expel/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Facebook,Facebook is a social network with a mission to make the world more open and connected.,Media,North America,,Danny Rimer,Mark Zuckerberg,NASDAQ: FB,https://www.indexventures.com/companies/facebook/,http://facebook.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
FACEIT,"FACEIT is the premier platform for gamers to compete on their favourite games. Powered by a number of proprietary features, including its fully automated tournament management system and the FACEIT Matchmaking algorithm, FACEIT allows gamers to easily play tournaments and leagues and get rewarded for their efforts and skills with virtual and real life prizes. FACEIT TV, renowned for the production and broadcasting of some of the highest quality events in eSports, offers visibility to those players that make it to the final challenges.",Entertainment,Europe,,,Niccolo Maisto; Michele Attisani,,https://www.indexventures.com/companies/faceit/,http://faceit.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Factual,"Factual is a data company that helps developers, publishers, and advertisers build more relevant and personalized mobile experiences using the context of location.",Data,North America,,Danny Rimer,Gil Elbaz,,https://www.indexventures.com/companies/factual/,http://factual.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/e2809coffer-stock-options-wherever-possiblee2809d-factual-founder-gil-elbaze28099s-10/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Farfetch,"The world’s biggest online marketplace for independent fashion boutiques, farfetch acts as ‘curator to the curators’, uniting 250 of the finest fashion boutiques from 15 countries (across Europe, the U.S., and Brazil) and bringing them to a global audience.",Retail,Europe,,Danny Rimer,Jose Neves,NYSE: FTCH,https://www.indexventures.com/companies/farfetch/,http://farfetch.com,https://www.indexventures.com/media/images/joseneves_y90EB08.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/high-fashion-and-tech-turned-farfetch-into-a-luxury-powerhouse/; https://www.indexventures.com/perspectives/relationship/farfetch/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Feathery,"Feathery is a powerful, developer-friendly form builder for product teams.",Business Applications,,,,Peter Dun,,https://www.indexventures.com/companies/feathery/,https://www.feathery.io/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Figma,A design platform for teams who build products together.,Business Applications,North America,backed by Index; backed at Seed; backed at Seed (all),Danny Rimer,Dylan Field; Evan Wallace,,https://www.indexventures.com/companies/figma/,http://figma.com,https://www.indexventures.com/media/images/2018-07-06_16.49.39-c_.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/learning-how-to-love-work-again-with-figma/; https://www.indexventures.com/perspectives/dylan-field-leadership-is-a-journey/; https://www.indexventures.com/perspectives/relationship/figma/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Fireblocks,#1 Crypto and Digital Asset Platform for Institutions,Security,North America,,Shardul Shah,Idan Ofrat; Michael Shaulov; Pavel Berengoltz,,https://www.indexventures.com/companies/fireblocks/,https://www.fireblocks.com/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Fireworks AI,"Fireworks is the fastest way to build, tune, and scale AI on open models.",AI/ML,,backed by Index,Sahir Azam; Mark Xu; Shardul Shah,Lin Qiao; Chenyu Zhao; Dmytro Dzhulgakov; Dmytro Ivchenko; James Reed; Pawel Garbacki,,https://www.indexventures.com/companies/fireworks-ai/,http://fireworks.ai,https://www.indexventures.com/media/images/Blog-Post_Fireworks.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/inference-is-the-new-runtime-our-investment-in-fireworks/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Flagship,Creators are the future of retail.,Retail,,,,Youssef Ahres,,https://www.indexventures.com/companies/flagship/,https://landing.flagship.shop/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Flapping Airplanes,Flapping Airplanes is a foundational AI research lab devoted to solving the data-efficiency problem.,AI/ML,North America,,Mark Xu; Shardul Shah,Aidan Smith; Asher Spector; Ben Spector,,https://www.indexventures.com/companies/flapping-airplanes/,https://flappingairplanes.com/,https://www.indexventures.com/media/images/Flapping_Airplanes_fou.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/taking-flight-our-investment-in-flapping-airplanes/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
flatfair,The home of deposit-free renting. Tenants pay a small one-off fee and landlords get up to 12 weeks' protection compared to a traditional deposit.,Fintech,Europe,,Hannah Seal,Bartosz Alksnin; Daniel Jeczmien; Franz Doerr,,https://www.indexventures.com/companies/flatfair/,http://flatfair.co.uk,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Flipboard,"A personalised magazine, Flipboard’s mission is to transform the way people discover, view and share content by merging the ease and beauty of print with the power and spontaneity of social media.",Media,North America,,Danny Rimer,Mike McCue; Evan Doll,,https://www.indexventures.com/companies/flipboard/,http://flipboard.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Fonoa,Automating taxes for the internet economy,Fintech,Europe,backed at Seed (all),Hannah Seal; Stephane Kurgan,Davor Tremac; Filip Sturman; Ivan Ivanković,,https://www.indexventures.com/companies/fonoa/,https://www.fonoa.com/,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/fonoa-raises-60m-to-grow-its-hassle-free-global-tax-compliance-platform/; https://www.indexventures.com/perspectives/relationship/fonoa/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Footprint,Frictionless Identity Verification: Onboard users with the click of a button. Offload handling sensitive data. Grow your user base quickly and securely with Footprint's one-click KYC and secure data vault.,Security,,,Shardul Shah,Alex Grinman; Eli Wachs,,https://www.indexventures.com/companies/footprint/,http://onefootprint.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/footprint-emerges-from-stealth-to-transform-digital-identity/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Frame Security,"Frame Security is a human security and security awareness company helping organizations defend against the growing wave of social engineering, deepfakes, and AI-powered threats.",AI/ML; Security,,,Shardul Shah; Juriaan Duizendstraal,Tal Shlomo; Sharon Shmueli,,https://www.indexventures.com/companies/frame-security/,http://framesecurity.com,https://www.indexventures.com/media/images/Frame_Founders_Outside.2e16d0ba.fill-1200x630.format-png.png,https://www.indexventures.com/perspectives/solving-the-human-risk-problem-in-security-our-investment-in-frame/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
Funding Circle,"Funding Circle is a P2P lending network for small businesses. Freeing up critical liquidity for SMEs, the company has created a digital marketplace which matches deposits from investors, seeking better returns, with loans to carefully-screened businesses, who need finance fast.",Fintech,Europe,,Neil Rimer,James Meekings; Sam Hodges; Samir Desai; Andrew Mullinger,LON: FCH,https://www.indexventures.com/companies/funding-circle/,http://fundingcircle.com,https://www.indexventures.com/static/images/index_ventures_og_image.a32dae190f17.jpg,https://www.indexventures.com/perspectives/funding-circle-exemplifies-the-new-wave-of-financial-services/; https://www.indexventures.com/perspectives/relationship/funding-circle/,https://www.indexventures.com/companies/backed/all/,2026-06-08T12:41:52Z
